 Run_No.   Original_ID Tr     Solution     Inbr_%                                                                        
     484        820548  1   -15.093095        0.000    
     484        820548  2   -4.7144932        0.000    
     484        820548  3    2.2875742        0.000    
     485        820550  1   -3.9820994        3.125    
     485        820550  2    1.7213553        3.125    
     485        820550  3  -0.42829939        3.125    
     486        820552  1    44.196526        0.000    
     486        820552  2   -6.0352255        0.000    
     486        820552  3   0.20674899        0.000    
     487        820558  1    67.181323        0.000    
     487        820558  2    4.9874358        0.000    
     487        820558  3   -4.6149160        0.000    
     488        820564  1    50.081879        0.000    
     488        820564  2   -4.9944570        0.000    
     488        820564  3  -0.40778251        0.000    
     489        820566  1    97.576018        0.000    
     489        820566  2    3.3305545        0.000    
     489        820566  3   -5.3405930        0.000    
     490        820568  1   -22.743630        0.000    
     490        820568  2   -9.1128529        0.000    
     490        820568  3    4.1463593        0.000    
     491        820570  1    3.3306533        0.000    
     491        820570  2   0.26138877        0.000    
     491        820570  3  -0.23372227        0.000    
     492        820576  1    42.052493        0.000    
     492        820576  2    7.7423709        0.000    
     492        820576  3   -4.4968785        0.000    
     493        820578  1    25.168133        0.000    
     493        820578  2    8.1965935        0.000    
     493        820578  3   -3.9311594        0.000    
     494        820586  1    1.3600700        0.000    
     494        820586  2    8.3589673        0.000    
     494        820586  3   -2.9672781        0.000    
     495        820590  1    55.201017        0.000    
     495        820590  2    8.3225729        0.000    
     495        820590  3   -5.2621862        0.000    
     496        820594  1    36.794883        0.000    
     496        820594  2   -7.7622903        0.000    
     496        820594  3    1.1246655        0.000    
     497        820598  1    43.282773        0.000    
     497        820598  2   -2.1663297        0.000    
     497        820598  3   -1.1007454        0.000    
     498        820600  1    21.555723        0.000    
     498        820600  2   -5.3940822        0.000    
     498        820600  3   0.95384864        0.000    
     499        820602  1    45.026093        0.000    
     499        820602  2   -2.1793382        0.000    
     499        820602  3   -1.1707233        0.000    
     500        820604  1    53.520558        0.000    
     500        820604  2    5.7565374        0.000    
     500        820604  3   -4.2970167        0.000    
     501        820606  1   0.62099195        0.000    
     501        820606  2   -13.627882        0.000    
     501        820606  3    4.7166854        0.000    
     502        820608  1    12.118614        0.000    
     502        820608  2   -11.524742        0.000    
     502        820608  3    3.4916241        0.000    
     503        820612  1    20.443388        0.000    
     503        820612  2   -34.442815        0.000    
     503        820612  3    11.111916        0.000    
     504        820614  1   -37.566850        0.000    
     504        820614  2  -0.94435618        0.000    
     504        820614  3    1.9383738        0.000    
     505        820616  1   -11.269155        0.000    
     505        820616  2    2.3404735        0.000    
     505        820616  3  -0.33177453        0.000    
     506        820628  1   -11.835190        0.000    
     506        820628  2    2.7655149        0.000    
     506        820628  3  -0.45553827        0.000    
     507        820636  1   -34.914857        0.000    
     507        820636  2   -8.3050797        0.000    
     507        820636  3    4.3867526        0.000    
     508        820638  1    43.272548        0.000    
     508        820638  2    15.141320        0.000    
     508        820638  3   -7.1241559        0.000    
     509        820644  1    2.8207645        0.000    
     509        820644  2  -0.98014442        0.000    
     509        820644  3   0.22004970        0.000    
     510        820648  1   -36.581712        0.000    
     510        820648  2    2.4317617        0.000    
     510        820648  3   0.72108468        0.000    
     511        820650  1    30.810198        0.000    
     511        820650  2    7.0048823        0.000    
     511        820650  3   -3.7584923        0.000    
     512        820656  1   -15.209888        0.000    
     512        820656  2   -2.0243437        0.000    
     512        820656  3    1.3563239        0.000    
     513        820658  1   -4.8322327        0.000    
     513        820658  2   -6.4909730        0.000    
     513        820658  3    2.4660880        0.000    
     514        820664  1    46.782837        0.000    
     514        820664  2    15.206220        0.000    
     514        820664  3   -7.2975096        0.000    
     515        820668  1    1.1708036        0.000    
     515        820668  2   0.17618605        0.000    
     515        820668  3  -0.11162097        0.000    
     516        820672  1    17.027564        0.000    
     516        820672  2   -10.650548        0.000    
     516        820672  3    2.9775194        0.000    
     517        820674  1    2.2301627       12.500    
     517        820674  2    12.082679       12.500    
     517        820674  3   -4.3010261       12.500    
     518        820678  1   -8.1056942        0.000    
     518        820678  2   -6.5268155        0.000    
     518        820678  3    2.6190954        0.000    
     519        820680  1   -36.576077        0.000    
     519        820680  2   -7.6357387        0.000    
     519        820680  3    4.2249599        0.000    
     520        820684  1    3.4508111        0.000    
     520        820684  2    4.5872770        0.000    
     520        820684  3   -1.7444115        0.000    
     521        820688  1    10.055196        0.000    
     521        820688  2  -0.88999456        0.000    
     521        820688  3  -0.12131529        0.000    
     522        820690  1    16.392030        0.000    
     522        820690  2    7.7815281        0.000    
     522        820690  3   -3.4108763        0.000    
     523        820692  1    4.7493934        0.000    
     523        820692  2   -1.1574433        0.000    
     523        820692  3   0.19914761        0.000    
     524        820694  1   -58.112216        0.000    
     524        820694  2   -7.6507723        0.000    
     524        820694  3    5.1531124        0.000    
     525        820700  1    19.990016        0.000    
     525        820700  2    13.932197        0.000    
     525        820700  3   -5.7056358        0.000    
     526        820708  1   -48.570075        3.125    
     526        820708  2    4.1494166        3.125    
     526        820708  3   0.63713357        3.125    
     527        820710  1   -43.221953        0.000    
     527        820710  2    8.5510205        0.000    
     527        820710  3   -1.1241223        0.000    
     528        820716  1    5.0831665        0.000    
     528        820716  2    5.3951059        0.000    
     528        820716  3   -2.0955745        0.000    
     529        820718  1   -7.8237072        0.000    
     529        820718  2    2.6632316        0.000    
     529        820718  3  -0.59170105        0.000    
     530        820724  1    5.5590871        0.000    
     530        820724  2  -0.33712488        0.000    
     530        820724  3  -0.12107791        0.000    
     531        820730  1   -78.275321       12.500    
     531        820730  2    10.392621       12.500    
     531        820730  3  -0.26304393       12.500    
     532        821502  1   -37.810179        0.000    
     532        821502  2   -8.5764815        0.000    
     532        821502  3    4.6052749        0.000    
     533        821508  1    1.6772718        0.000    
     533        821508  2   -6.7793574        0.000    
     533        821508  3    2.2881141        0.000    
     534        821512  1    17.639926        0.000    
     534        821512  2    12.454663        0.000    
     534        821512  3   -5.0905557        0.000    
     535        821516  1   -71.747257        0.000    
     535        821516  2   -18.919170        0.000    
     535        821516  3    9.6592309        0.000    
     536        821518  1    41.735284        0.000    
     536        821518  2   0.78034603E-001   0.000    
     536        821518  3   -1.8155609        0.000    
     537        821520  1    80.260605        0.000    
     537        821520  2   -2.7566390        0.000    
     537        821520  3   -2.4799253        0.000    
     538        821522  1   -53.232472        0.000    
     538        821522  2   -6.5855301        0.000    
     538        821522  3    4.5730185        0.000    
     539        821528  1    39.181888        0.000    
     539        821528  2   -5.4465634        0.000    
     539        821528  3   0.21648478        0.000    
     540        821530  1   -28.874467        0.000    
     540        821530  2    4.6324417        0.000    
     540        821530  3  -0.37469250        0.000    
     541        821532  1   -5.8173657        0.000    
     541        821532  2   -6.0878365        0.000    
     541        821532  3    2.3682261        0.000    
     542        821534  1    68.575307        0.000    
     542        821534  2    13.636541        0.000    
     542        821534  3   -7.6843617        0.000    
     543        821536  1    17.574202        0.000    
     543        821536  2   -5.0777690        0.000    
     543        821536  3    1.0140480        0.000    
     544        821538  1    36.030602        0.000    
     544        821538  2    2.0706943        0.000    
     544        821538  3   -2.2648757        0.000    
     545        821544  1    6.2924820        0.000    
     545        821544  2    13.235218        0.000    
     545        821544  3   -4.8762914        0.000    
     546        821546  1   -84.875538        0.000    
     546        821546  2   -13.110516        0.000    
     546        821546  3    8.2001371        0.000    
     547        821554  1    75.886244        0.000    
     547        821554  2    24.107745        0.000    
     547        821554  3   -11.642043        0.000    
     548        821556  1   -25.172134        0.000    
     548        821556  2   -15.932305        0.000    
     548        821556  3    6.6236325        0.000    
     549        821562  1    11.138328        0.000    
     549        821562  2    10.415624        0.000    
     549        821562  3   -4.1022616        0.000    
     550        821564  1    19.971148        0.000    
     550        821564  2    8.1420613        0.000    
     550        821564  3   -3.6897237        0.000    
     551        821570  1   0.70924449        0.000    
     551        821570  2   -4.4472572        0.000    
     551        821570  3    1.5174101        0.000    
     552        821572  1   -29.751203        0.000    
     552        821572  2   -6.5494459        0.000    
     552        821572  3    3.5542585        0.000    
     553        821574  1   -15.632841        0.000    
     553        821574  2    1.9638628        0.000    
     553        821574  3  -0.13501936E-001   0.000    
     554        821580  1   -18.769667        0.000    
     554        821580  2   -11.925761        0.000    
     554        821580  3    4.9550075        0.000    
     555        821584  1   -8.2549420        0.000    
     555        821584  2   -3.5385726        0.000    
     555        821584  3    1.5852032        0.000    
     556        821586  1    46.276738        0.000    
     556        821586  2    6.5123933        0.000    
     556        821586  3   -4.2499284        0.000    
     557        821588  1   -7.7784357        0.000    
     557        821588  2   -10.935073        0.000    
     557        821588  3    4.1395553        0.000    
     558        821590  1    45.782390        0.000    
     558        821590  2    9.9366298        0.000    
     558        821590  3   -5.4204652        0.000    
     559        821594  1   -7.9896024        1.562    
     559        821594  2   -11.330590        1.562    
     559        821594  3    4.2859183        1.562    
     560        821596  1    42.371792        0.000    
     560        821596  2    21.818767        0.000    
     560        821596  3   -9.4095989        0.000    
     561        821598  1   -59.531540        0.000    
     561        821598  2   -16.026850        0.000    
     561        821598  3    8.1290229        0.000    
     562        821602  1    46.580133        0.000    
     562        821602  2    6.1069683        0.000    
     562        821602  3   -4.1218337        0.000    
     563        821612  1    53.077196        0.000    
     563        821612  2    11.428568        0.000    
     563        821612  3   -6.2521291        0.000    
     564        821614  1    76.859798        0.000    
     564        821614  2    10.216075        0.000    
     564        821614  3   -6.8493504        0.000    
     565        821616  1   -3.7833924        0.000    
     565        821616  2   -2.8151267        0.000    
     565        821616  3    1.1421603        0.000    
     566        821618  1    28.144889        0.000    
     566        821618  2    17.604273        0.000    
     566        821618  3   -7.3331561        0.000    
     567        821622  1   -45.142902        0.000    
     567        821622  2   0.83401163        0.000    
     567        821622  3    1.6444377        0.000    
     568        821628  1   -33.628431        0.000    
     568        821628  2   -4.7397311        0.000    
     568        821628  3    3.0905678        0.000    
     569        821634  1   -17.799826        0.000    
     569        821634  2   -3.1904030        0.000    
     569        821634  3    1.8737644        0.000    
     570        821636  1    14.388502        0.000    
     570        821636  2   0.86276995        0.000    
     570        821636  3  -0.91703583        0.000    
     571        821638  1    12.173771        0.000    
     571        821638  2    10.432694        0.000    
     571        821638  3   -4.1528594        0.000    
     572        821642  1   -15.422656        0.000    
     572        821642  2   0.32370586E-001   0.000    
     572        821642  3   0.64960650        0.000    
     573        821644  1    4.6046112        0.000    
     573        821644  2   -7.8837300        0.000    
     573        821644  3    2.5464449        0.000    
     574        821670  1    83.779197        0.000    
     574        821670  2   -2.2686065        0.000    
     574        821670  3   -2.8006289        0.000    
     575        821674  1   -73.494742        0.000    
     575        821674  2    3.6646552        0.000    
     575        821674  3    1.8737807        0.000    
     576        821676  1   -12.117517        0.000    
     576        821676  2   -2.2558764        0.000    
     576        821676  3    1.3043544        0.000    
     577        821678  1   -45.261182        0.000    
     577        821678  2   -8.4146988        0.000    
     577        821678  3    4.8679128        0.000    
     578        821686  1    25.763155        0.000    
     578        821686  2  -0.66899194        0.000    
     578        821686  3  -0.87125125        0.000    
     579        821696  1    9.2631710        0.000    
     579        821696  2   -3.7891170        0.000    
     579        821696  3   0.92186046        0.000    
     580        821702  1   -7.7822012        0.000    
     580        821702  2    5.0928831        0.000    
     580        821702  3   -1.4391996        0.000    
     581        821704  1    33.576156        0.000    
     581        821704  2    18.557694        0.000    
     581        821704  3   -7.8977435        0.000    
     582        821720  1    50.817209        0.000    
     582        821720  2    1.4312542        0.000    
     582        821720  3   -2.6758980        0.000    
     583        821726  1    30.619976        0.000    
     583        821726  2    2.9692465        0.000    
     583        821726  3   -2.3455985        0.000    
     584        821728  1    40.927203        0.000    
     584        821728  2   0.22261974        0.000    
     584        821728  3   -1.8313421        0.000    
     585        821736  1    19.107302        0.000    
     585        821736  2   -11.215801        0.000    
     585        821736  3    3.0849789        0.000    
